mariana@fedora:~$ ps -eo pid,ppid,stat,ni,pri,psr,pcpu,pmem,nlwp,comm --sort=-pcpu
    PID    PPID STAT  NI PRI PSR %CPU %MEM NLWP COMMAND
   4626    3986 Ssl    0  19   5  0.0  0.0    4 gvfs-goa-volume
   4641    4627 Ss     0  19   2  0.0  0.0    1 fusermount3
   5291    3986 Ssl    0  19   6  0.0  0.0    4 gnome-keyring-d
   5303    3986 Sl     0  19  10  0.0  0.0    4 gsd-printer
   5374    3986 Ssl    0  19   8  0.0  0.0    4 dconf-service
   6527    3986 Ssl    0  19   2  0.0  0.0    4 flatpak-session
   6532    3986 Ss     0  19   4  0.0  0.0    1 p11-kit-server
   6535    3986 S      0  19   4  0.0  0.0    1 bwrap
   6562    6539 Sl     0  19   2  0.0  0.0    3 msedge_crashpad
   6564    6539 Sl     0  19   1  0.0  0.0    2 msedge_crashpad
   6578    6540 Z      0  19   6  0.0  0.0    1 zypak-sandbox <defunct>
   6580    6539 S      0  19   1  0.0  0.0    1 cat
   6581    6539 S      0  19  10  0.0  0.0    1 cat
   7894       2 I      0  19   7  0.0  0.0    1 kworker/7:0
   8403    4545 SN    15   4   1  0.0  0.0    1 bwrap
   8404    8403 SN    15   4   0  0.0  0.0    1 bwrap
  11717    3986 S      0  19   1  0.0  0.0    1 catatonit
  11963       2 I      0  19   5  0.0  0.0    1 kworker/5:0-events
  12427       2 I      0  19   9  0.0  0.0    1 kworker/9:0
  17997       2 I<   -20  39  11  0.0  0.0    1 kworker/u49:15-ttm
  19825       1 Ss     0  19   7  0.0  0.0    1 anacron
  20199       2 I      0  19   2  0.0  0.0    1 kworker/2:1-events
  21522       2 I      0  19   1  0.0  0.0    1 kworker/1:0
  22562       2 I<   -20  39  10  0.0  0.0    1 kworker/u49:6-ttm
  22563       2 I<   -20  39   1  0.0  0.0    1 kworker/u49:8-ttm
  24791       2 I      0  19   0  0.0  0.0    1 kworker/0:0
  26468       2 I<   -20  39  11  0.0  0.0    1 kworker/u49:3-ttm
  26469       2 I<   -20  39   9  0.0  0.0    1 kworker/u49:4-ttm
  26599       2 I<   -20  39   9  0.0  0.0    1 kworker/u49:7-ttm
  26740     638 S      0  19   5  0.0  0.0    1 systemd-userwor
  26833       2 I<   -20  39  10  0.0  0.0    1 kworker/u49:9-ttm
  26834       2 I<   -20  39  11  0.0  0.0    1 kworker/u49:10
  27078     638 S      0  19   9  0.0  0.0    1 systemd-userwor
  27219     638 S      0  19   3  0.0  0.0    1 systemd-userwor
  27230       2 I      0  19  10  0.0  0.0    1 kworker/10:0
mariana@fedora:~$ pstree -p
systemd(1)─┬─ModemManager(933)─┬─{ModemManager}(946)
           │                   ├─{ModemManager}(949)
           │                   └─{ModemManager}(952)
           ├─NetworkManager(817)─┬─{NetworkManager}(935)
           │                     ├─{NetworkManager}(936)
           │                     └─{NetworkManager}(937)
           ├─abrt-dump-journ(966)
           ├─abrt-dump-journ(967)
           ├─abrt-dump-journ(968)
           ├─abrtd(863)─┬─{abrtd}(962)
           │            ├─{abrtd}(963)
           │            └─{abrtd}(965)
           ├─accounts-daemon(840)─┬─{accounts-daemon}(878)
           │                      ├─{accounts-daemon}(879)
           │                      └─{accounts-daemon}(881)
           ├─alsactl(857)
           ├─anacron(19825)
           ├─atd(1553)
           ├─auditd(783)───{auditd}(784)
           ├─avahi-daemon(814)───avahi-daemon(860)
           ├─chronyd(821)
           ├─colord(2486)─┬─{colord}(2493)
           │              ├─{colord}(2494)
           │              └─{colord}(2496)
           ├─containerd(1015)─┬─{containerd}(1016)
           │                  ├─{containerd}(1017)
           │                  ├─{containerd}(1018)
           │                  ├─{containerd}(1019)
           │                  ├─{containerd}(1020)
           │                  ├─{containerd}(1026)
           │                  ├─{containerd}(1027)
           │                  ├─{containerd}(1457)
           │                  ├─{containerd}(1458)
           │                  ├─{containerd}(1459)
           │                  ├─{containerd}(1460)
           │                  ├─{containerd}(1463)
           │                  ├─{containerd}(1464)
           │                  ├─{containerd}(1465)
           │                  ├─{containerd}(1483)
           │                  ├─{containerd}(1484)
           │                  ├─{containerd}(1785)
           │                  └─{containerd}(1786)
           ├─containerd-shim(2138)─┬─redis-server(2162)─┬─{redis-server}(2398)
           │                       │                    ├─{redis-server}(2399)
           │                       │                    ├─{redis-server}(2400)
           │                       │                    ├─{redis-server}(2401)
           │                       │                    └─{redis-server}(2402)
           │                       ├─{containerd-shim}(2140)
           │                       ├─{containerd-shim}(2141)
           │                       ├─{containerd-shim}(2142)
           │                       ├─{containerd-shim}(2143)
           │                       ├─{containerd-shim}(2144)
           │                       ├─{containerd-shim}(2145)
           │                       ├─{containerd-shim}(2146)
           │                       ├─{containerd-shim}(2147)
           │                       ├─{containerd-shim}(2148)
           │                       └─{containerd-shim}(3833)
           ├─containerd-shim(2178)─┬─postgres(2204)─┬─postgres(2471)
           │                       │                ├─postgres(2472)
           │                       │                ├─postgres(2474)
           │                       │                ├─postgres(2475)
           │                       │                ├─postgres(2476)
           │                       │                └─postgres(3565)
           │                       ├─{containerd-shim}(2181)
           │                       ├─{containerd-shim}(2182)
           │                       ├─{containerd-shim}(2183)
           │                       ├─{containerd-shim}(2184)
           │                       ├─{containerd-shim}(2185)
           │                       ├─{containerd-shim}(2186)
           │                       ├─{containerd-shim}(2187)
           │                       ├─{containerd-shim}(2188)
           │                       ├─{containerd-shim}(2189)
           │                       └─{containerd-shim}(3853)
           ├─containerd-shim(2231)─┬─uvicorn(2256)─┬─python3.11(3540)
           │                       │               ├─python3.11(3541)─┬─{python3.11}(3561)
           │                       │               │                  ├─{python3.11}(3562)
           │                       │               │                  ├─{python3.11}(3563)
           │                       │               │                  └─{python3.11}(3564)
           │                       │               └─{uvicorn}(3542)
           │                       ├─{containerd-shim}(2234)
           │                       ├─{containerd-shim}(2235)
           │                       ├─{containerd-shim}(2236)
           │                       ├─{containerd-shim}(2237)
           │                       ├─{containerd-shim}(2238)
           │                       ├─{containerd-shim}(2239)
           │                       ├─{containerd-shim}(2240)
           │                       ├─{containerd-shim}(2241)
           │                       ├─{containerd-shim}(2242)
           │                       └─{containerd-shim}(2416)
           ├─crond(1554)
           ├─cupsd(996)
           ├─dbus-broker-lau(809)───dbus-broker(811)
           ├─dnf5daemon-serv(5531)─┬─{dnf5daemon-serv}(5539)
           │                       ├─{dnf5daemon-serv}(5540)
           │                       ├─{dnf5daemon-serv}(5573)
           │                       └─{dnf5daemon-serv}(5574)
           ├─dockerd(1543)─┬─docker-proxy(2302)─┬─{docker-proxy}(2303)
           │               │                    ├─{docker-proxy}(2304)
           │               │                    ├─{docker-proxy}(2305)
           │               │                    ├─{docker-proxy}(2306)
           │               │                    └─{docker-proxy}(2307)
           │               ├─docker-proxy(2308)─┬─{docker-proxy}(2309)
           │               │                    ├─{docker-proxy}(2310)
           │               │                    ├─{docker-proxy}(2311)
           │               │                    ├─{docker-proxy}(2312)
           │               │                    ├─{docker-proxy}(2313)
           │               │                    └─{docker-proxy}(2314)
           │               ├─docker-proxy(2343)─┬─{docker-proxy}(2344)
           │               │                    ├─{docker-proxy}(2345)
           │               │                    ├─{docker-proxy}(2346)
           │               │                    ├─{docker-proxy}(2347)
           │               │                    ├─{docker-proxy}(2348)
           │               │                    └─{docker-proxy}(2349)
           │               ├─docker-proxy(2350)─┬─{docker-proxy}(2351)
           │               │                    ├─{docker-proxy}(2352)
           │               │                    ├─{docker-proxy}(2353)
           │               │                    ├─{docker-proxy}(2354)
           │               │                    ├─{docker-proxy}(2355)
           │               │                    └─{docker-proxy}(2356)
           │               ├─docker-proxy(2368)─┬─{docker-proxy}(2369)
           │               │                    ├─{docker-proxy}(2370)
           │               │                    ├─{docker-proxy}(2371)
           │               │                    ├─{docker-proxy}(2372)
           │               │                    ├─{docker-proxy}(2373)
           │               │                    └─{docker-proxy}(2374)
           │               ├─docker-proxy(2375)─┬─{docker-proxy}(2376)
           │               │                    ├─{docker-proxy}(2377)
           │               │                    ├─{docker-proxy}(2378)
           │               │                    ├─{docker-proxy}(2379)
           │               │                    └─{docker-proxy}(2380)
           │               ├─{dockerd}(1651)
           │               ├─{dockerd}(1652)
           │               ├─{dockerd}(1653)
           │               ├─{dockerd}(1654)
           │               ├─{dockerd}(1655)
           │               ├─{dockerd}(1721)
           │               ├─{dockerd}(1722)
           │               ├─{dockerd}(1723)
           │               ├─{dockerd}(1724)
           │               ├─{dockerd}(1726)
           │               ├─{dockerd}(1731)
           │               ├─{dockerd}(1732)
           │               ├─{dockerd}(1767)
           │               ├─{dockerd}(1768)
           │               ├─{dockerd}(1769)
           │               ├─{dockerd}(1770)
           │               ├─{dockerd}(1790)
           │               ├─{dockerd}(1791)
           │               ├─{dockerd}(1792)
           │               ├─{dockerd}(1793)
           │               ├─{dockerd}(2116)
           │               ├─{dockerd}(2117)
           │               ├─{dockerd}(2118)
           │               ├─{dockerd}(2119)
           │               ├─{dockerd}(2120)
           │               ├─{dockerd}(2121)
           │               ├─{dockerd}(2122)
           │               ├─{dockerd}(2123)
           │               ├─{dockerd}(2124)
           │               └─{dockerd}(2125)
           ├─firewalld(816)───{firewalld}(1456)
           ├─fwupd(5453)─┬─{fwupd}(5484)
           │             ├─{fwupd}(5497)
           │             └─{fwupd}(5498)
           ├─gdm(1555)─┬─gdm-session-wor(3745)─┬─gdm-wayland-ses(4091)─┬─gnome-session-i(4125)─┬─{gnome-session-i}(4158)
           │           │                       │                       │                       ├─{gnome-session-i}(4159)
           │           │                       │                       │                       └─{gnome-session-i}(4160)
           │           │                       │                       ├─{gdm-wayland-ses}(4099)
           │           │                       │                       ├─{gdm-wayland-ses}(4100)
           │           │                       │                       └─{gdm-wayland-ses}(4124)
           │           │                       ├─{gdm-session-wor}(3746)
           │           │                       ├─{gdm-session-wor}(3747)
           │           │                       └─{gdm-session-wor}(3749)
           │           ├─{gdm}(1560)
           │           ├─{gdm}(1561)
           │           ├─{gdm}(1562)
           │           └─{gdm}(1563)
           ├─geoclue(3296)─┬─{geoclue}(3414)
           │               ├─{geoclue}(3415)
           │               └─{geoclue}(3418)
           ├─gnome-keyring-d(4006)─┬─{gnome-keyring-d}(4007)
           │                       ├─{gnome-keyring-d}(4008)
           │                       ├─{gnome-keyring-d}(4009)
           │                       └─{gnome-keyring-d}(5293)
           ├─gssproxy(997)─┬─{gssproxy}(1021)
           │               ├─{gssproxy}(1022)
           │               ├─{gssproxy}(1023)
           │               ├─{gssproxy}(1024)
           │               └─{gssproxy}(1025)
           ├─irqbalance(820)───{irqbalance}(882)
           ├─ollama(1544)─┬─{ollama}(1669)
           │              ├─{ollama}(1670)
           │              ├─{ollama}(1671)
           │              ├─{ollama}(1672)
           │              ├─{ollama}(1673)
           │              ├─{ollama}(1679)
           │              ├─{ollama}(1680)
           │              ├─{ollama}(1681)
           │              ├─{ollama}(1682)
           │              ├─{ollama}(1683)
           │              ├─{ollama}(1733)
           │              ├─{ollama}(1734)
           │              ├─{ollama}(1735)
           │              ├─{ollama}(1736)
           │              ├─{ollama}(1762)
           │              ├─{ollama}(2045)
           │              ├─{ollama}(24708)
           │              └─{ollama}(24709)
           ├─passimd(5985)─┬─{passimd}(5990)
           │               ├─{passimd}(5991)
           │               └─{passimd}(5992)
           ├─pcscd(2658)─┬─{pcscd}(2680)
           │             ├─{pcscd}(2684)
           │             ├─{pcscd}(2686)
           │             ├─{pcscd}(2687)
           │             ├─{pcscd}(2688)
           │             ├─{pcscd}(4443)
           │             ├─{pcscd}(4845)
           │             └─{pcscd}(5621)
           ├─polkitd(823)─┬─{polkitd}(893)
           │              ├─{polkitd}(895)
           │              └─{polkitd}(898)
           ├─python3(998)
           ├─rsyslogd(1546)─┬─{rsyslogd}(1596)
           │                └─{rsyslogd}(1639)
           ├─rtkit-daemon(824)─┬─{rtkit-daemon}(858)
           │                   └─{rtkit-daemon}(859)
           ├─smartd(825)
           ├─sssd_kcm(4737)
           ├─switcheroo-cont(826)─┬─{switcheroo-cont}(853)
           │                      ├─{switcheroo-cont}(854)
           │                      └─{switcheroo-cont}(856)
           ├─systemd(3986)─┬─(sd-pam)(3988)
           │               ├─at-spi-bus-laun(4263)─┬─dbus-broker-lau(4269)───dbus-broker(4270)
           │               │                       ├─{at-spi-bus-laun}(4264)
           │               │                       ├─{at-spi-bus-laun}(4265)
           │               │                       ├─{at-spi-bus-laun}(4266)
           │               │                       └─{at-spi-bus-laun}(4268)
           │               ├─at-spi2-registr(4271)─┬─{at-spi2-registr}(4272)
           │               │                       ├─{at-spi2-registr}(4273)
           │               │                       └─{at-spi2-registr}(4274)
           │               ├─bwrap(6535)───xdg-dbus-proxy(6536)─┬─{xdg-dbus-proxy}(6537)
           │               │                                    └─{xdg-dbus-proxy}(6538)
           │               ├─catatonit(11717)
           │               ├─dbus-broker-lau(4103)───dbus-broker(4122)
           │               ├─dconf-service(5374)─┬─{dconf-service}(5375)
           │               │                     ├─{dconf-service}(5376)
           │               │                     └─{dconf-service}(5377)
           │               ├─evolution-addre(4874)─┬─{evolution-addre}(4875)
           │               │                       ├─{evolution-addre}(4876)
           │               │                       ├─{evolution-addre}(4877)
           │               │                       ├─{evolution-addre}(4909)
           │               │                       ├─{evolution-addre}(4910)
           │               │                       └─{evolution-addre}(4919)
           │               ├─evolution-alarm(4544)─┬─{evolution-alarm}(4655)
           │               │                       ├─{evolution-alarm}(4656)
           │               │                       ├─{evolution-alarm}(4657)
           │               │                       ├─{evolution-alarm}(4659)
           │               │                       ├─{evolution-alarm}(4660)
           │               │                       ├─{evolution-alarm}(5229)
           │               │                       └─{evolution-alarm}(5239)
           │               ├─evolution-calen(4713)─┬─{evolution-calen}(4727)
           │               │                       ├─{evolution-calen}(4728)
           │               │                       ├─{evolution-calen}(4729)
           │               │                       ├─{evolution-calen}(4863)
           │               │                       ├─{evolution-calen}(4864)
           │               │                       ├─{evolution-calen}(4869)
           │               │                       ├─{evolution-calen}(4872)
           │               │                       ├─{evolution-calen}(4873)
           │               │                       └─{evolution-calen}(5243)
           │               ├─evolution-sourc(4319)─┬─{evolution-sourc}(4509)
           │               │                       ├─{evolution-sourc}(4513)
           │               │                       ├─{evolution-sourc}(4514)
           │               │                       └─{evolution-sourc}(4673)
           │               ├─flatpak-portal(6549)─┬─bwrap(6582)
           │               │                      ├─{flatpak-portal}(6550)
           │               │                      ├─{flatpak-portal}(6551)
           │               │                      └─{flatpak-portal}(6552)
           │               ├─flatpak-session(6527)─┬─{flatpak-session}(6528)
           │               │                       ├─{flatpak-session}(6529)
           │               │                       └─{flatpak-session}(6530)
           │               ├─gjs(4314)─┬─{gjs}(4343)
           │               │           ├─{gjs}(4344)
           │               │           ├─{gjs}(4347)
           │               │           ├─{gjs}(4350)
           │               │           ├─{gjs}(4351)
           │               │           ├─{gjs}(4352)
           │               │           ├─{gjs}(4353)
           │               │           ├─{gjs}(4354)
           │               │           ├─{gjs}(4355)
           │               │           ├─{gjs}(4356)
           │               │           └─{gjs}(4357)
           │               ├─gjs(4542)─┬─{gjs}(4557)
           │               │           ├─{gjs}(4558)
           │               │           ├─{gjs}(4559)
           │               │           ├─{gjs}(4561)
           │               │           ├─{gjs}(4562)
           │               │           ├─{gjs}(4563)
           │               │           ├─{gjs}(4564)
           │               │           ├─{gjs}(4565)
           │               │           ├─{gjs}(4566)
           │               │           ├─{gjs}(4567)
           │               │           └─{gjs}(4568)
           │               ├─gnome-keyring-d(5291)─┬─{gnome-keyring-d}(5295)
           │               │                       ├─{gnome-keyring-d}(5296)
           │               │                       └─{gnome-keyring-d}(5297)
           │               ├─gnome-session-c(4162)───{gnome-session-c}(4165)
           │               ├─gnome-session-s(4170)─┬─{gnome-session-s}(4173)
           │               │                       ├─{gnome-session-s}(4174)
           │               │                       ├─{gnome-session-s}(4175)
           │               │                       └─{gnome-session-s}(4177)
           │               ├─gnome-shell(4184)─┬─bwrap(6517)───bwrap(6539)─┬─bwrap(6596)───msedge(6597)─┬─msedge(6683)─┬─{msedge}(66+
           │               │                   │                           │                            │              ├─{msedge}(66+
           │               │                   │                           │                            │              ├─{msedge}(66+
           │               │                   │                           │                            │              ├─{msedge}(66+
           │               │                   │                           │                            │              ├─{msedge}(66+
           │               │                   │                           │                            │              ├─{msedge}(66+
           │               │                   │                           │                            │              ├─{msedge}(66+
           │               │                   │                           │                            │              └─{msedge}(11+
           │               │                   │                           │                            ├─msedge(6779)─┬─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              └─{msedge}(75+
           │               │                   │                           │                            ├─msedge(6790)─┬─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(67+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(76+
           │               │                   │                           │                            │              ├─{msedge}(12+
           │               │                   │                           │                            │              └─{msedge}(12+
           │               │                   │                           │                            ├─msedge(6851)─┬─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(68+
           │               │                   │                           │                            │              ├─{msedge}(72+
           │               │                   │                           │                            │              ├─{msedge}(72+
           │               │                   │                           │                            │              ├─{msedge}(72+
           │               │                   │                           │                            │              ├─{msedge}(72+
           │               │                   │                           │                            │              ├─{msedge}(72+
           │               │                   │                           │                            │              └─{msedge}(11+
           │               │                   │                           │                            ├─msedge(8826)─┬─{msedge}(88+
           │               │                   │                           │                            │              ├─{msedge}(88+
           │               │                   │                           │                            │              ├─{msedge}(88+
           │               │                   │                           │                            │              ├─{msedge}(88+
           │               │                   │                           │                            │              ├─{msedge}(88+
           │               │                   │                           │                            │              ├─{msedge}(88+
           │               │                   │                           │                            │              ├─{msedge}(88+
           │               │                   │                           │                            │              ├─{msedge}(88+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              └─{msedge}(93+
           │               │                   │                           │                            ├─msedge(8918)─┬─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              └─{msedge}(93+
           │               │                   │                           │                            ├─msedge(8951)─┬─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(89+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              ├─{msedge}(92+
           │               │                   │                           │                            │              └─{msedge}(96+
           │               │                   │                           │                            ├─msedge(10374)─┬─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               └─{msedge}(1+
           │               │                   │                           │                            ├─msedge(17603)─┬─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               └─{msedge}(1+
           │               │                   │                           │                            ├─msedge(19356)─┬─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               ├─{msedge}(1+
           │               │                   │                           │                            │               └─{msedge}(1+
           │               │                   │                           │                            ├─msedge(29495)─┬─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               ├─{msedge}(2+
           │               │                   │                           │                            │               └─{msedge}(2+
           │               │                   │                           │                            └─msedge(29797)─┬─{msedge}(2+
           │               │                   │                           │                                            ├─{msedge}(2+
           │               │                   │                           │                                            ├─{msedge}(2+
           │               │                   │                           │                                            ├─{msedge}(2+
           │               │                   │                           │                                            ├─{msedge}(2+
           │               │                   │                           │                                            ├─{msedge}(2+
           │               │                   │                           │                                            ├─{msedge}(2+
           │               │                   │                           │                                            └─{msedge}(2+
           │               │                   │                           ├─cat(6580)
           │               │                   │                           ├─cat(6581)
           │               │                   │                           ├─msedge(6540)─┬─msedge(6576)───msedge(6632)─┬─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
