mariana@fedora:~$ ps -eo pid,ppid,stat,ni,pri,psr,pcpu,pmem,nlwp,comm --sort=-pcpu
    PID    PPID STAT  NI PRI PSR %CPU %MEM NLWP COMMAND
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(6+
           │               │                   │                           │              │                             ├─{msedge}(7+
           │               │                   │                           │              │                             ├─{msedge}(8+
           │               │                   │                           │              │                             ├─{msedge}(1+
           │               │                   │                           │              │                             └─{msedge}(1+
           │               │                   │                           │              ├─msedge(6638)─┬─{msedge}(6640)
           │               │                   │                           │              │              ├─{msedge}(6641)
           │               │                   │                           │              │              ├─{msedge}(6642)
           │               │                   │                           │              │              ├─{msedge}(6643)
           │               │                   │                           │              │              ├─{msedge}(6644)
           │               │                   │                           │              │              ├─{msedge}(6645)
           │               │                   │                           │              │              ├─{msedge}(6646)
           │               │                   │                           │              │              ├─{msedge}(6647)
           │               │                   │                           │              │              ├─{msedge}(6648)
           │               │                   │                           │              │              ├─{msedge}(6716)
           │               │                   │                           │              │              ├─{msedge}(6719)
           │               │                   │                           │              │              ├─{msedge}(6721)
           │               │                   │                           │              │              ├─{msedge}(6722)
           │               │                   │                           │              │              ├─{msedge}(6726)
           │               │                   │                           │              │              ├─{msedge}(6727)
           │               │                   │                           │              │              ├─{msedge}(6828)
           │               │                   │                           │              │              └─{msedge}(11837)
           │               │                   │                           │              ├─msedge(12226)─┬─{msedge}(12228)
           │               │                   │                           │              │               ├─{msedge}(12229)
           │               │                   │                           │              │               ├─{msedge}(12230)
           │               │                   │                           │              │               ├─{msedge}(12231)
           │               │                   │                           │              │               ├─{msedge}(12232)
           │               │                   │                           │              │               ├─{msedge}(12233)
           │               │                   │                           │              │               ├─{msedge}(12234)
           │               │                   │                           │              │               └─{msedge}(14580)
           │               │                   │                           │              ├─zypak-sandbox(6578)
           │               │                   │                           │              ├─{msedge}(6575)
           │               │                   │                           │              ├─{msedge}(6599)
           │               │                   │                           │              ├─{msedge}(6600)
           │               │                   │                           │              ├─{msedge}(6601)
           │               │                   │                           │              ├─{msedge}(6602)
           │               │                   │                           │              ├─{msedge}(6603)
           │               │                   │                           │              ├─{msedge}(6604)
           │               │                   │                           │              ├─{msedge}(6605)
           │               │                   │                           │              ├─{msedge}(6606)
           │               │                   │                           │              ├─{msedge}(6607)
           │               │                   │                           │              ├─{msedge}(6608)
           │               │                   │                           │              ├─{msedge}(6609)
           │               │                   │                           │              ├─{msedge}(6610)
           │               │                   │                           │              ├─{msedge}(6611)
           │               │                   │                           │              ├─{msedge}(6620)
           │               │                   │                           │              ├─{msedge}(6621)
           │               │                   │                           │              ├─{msedge}(6622)
           │               │                   │                           │              ├─{msedge}(6623)
           │               │                   │                           │              ├─{msedge}(6624)
           │               │                   │                           │              ├─{msedge}(6625)
           │               │                   │                           │              ├─{msedge}(6626)
           │               │                   │                           │              ├─{msedge}(6627)
           │               │                   │                           │              ├─{msedge}(6628)
           │               │                   │                           │              ├─{msedge}(6629)
           │               │                   │                           │              ├─{msedge}(6630)
           │               │                   │                           │              ├─{msedge}(6631)
           │               │                   │                           │              ├─{msedge}(6693)
           │               │                   │                           │              ├─{msedge}(6694)
           │               │                   │                           │              ├─{msedge}(6695)
           │               │                   │                           │              ├─{msedge}(6696)
           │               │                   │                           │              ├─{msedge}(6697)
           │               │                   │                           │              ├─{msedge}(6698)
           │               │                   │                           │              ├─{msedge}(6700)
           │               │                   │                           │              ├─{msedge}(6701)
           │               │                   │                           │              ├─{msedge}(6702)
           │               │                   │                           │              ├─{msedge}(6703)
           │               │                   │                           │              ├─{msedge}(6714)
           │               │                   │                           │              ├─{msedge}(6717)
           │               │                   │                           │              ├─{msedge}(6718)
           │               │                   │                           │              ├─{msedge}(6804)
           │               │                   │                           │              ├─{msedge}(6805)
           │               │                   │                           │              ├─{msedge}(6807)
           │               │                   │                           │              ├─{msedge}(6808)
           │               │                   │                           │              ├─{msedge}(6810)
           │               │                   │                           │              ├─{msedge}(6811)
           │               │                   │                           │              ├─{msedge}(6887)
           │               │                   │                           │              ├─{msedge}(7463)
           │               │                   │                           │              └─{msedge}(29804)
           │               │                   │                           ├─msedge_crashpad(6562)─┬─{msedge_crashpad}(6566)
           │               │                   │                           │                       └─{msedge_crashpad}(6567)
           │               │                   │                           └─msedge_crashpad(6564)───{msedge_crashpad}(6565)
           │               │                   ├─{gnome-shell}(4208)
           │               │                   ├─{gnome-shell}(4209)
           │               │                   ├─{gnome-shell}(4211)
           │               │                   ├─{gnome-shell}(4212)
           │               │                   ├─{gnome-shell}(4213)
           │               │                   ├─{gnome-shell}(4214)
           │               │                   ├─{gnome-shell}(4215)
           │               │                   ├─{gnome-shell}(4216)
           │               │                   ├─{gnome-shell}(4217)
           │               │                   ├─{gnome-shell}(4218)
           │               │                   ├─{gnome-shell}(4219)
           │               │                   ├─{gnome-shell}(4220)
           │               │                   ├─{gnome-shell}(4230)
           │               │                   ├─{gnome-shell}(4234)
           │               │                   ├─{gnome-shell}(4235)
           │               │                   ├─{gnome-shell}(4236)
           │               │                   ├─{gnome-shell}(4237)
           │               │                   ├─{gnome-shell}(4238)
           │               │                   ├─{gnome-shell}(4239)
           │               │                   ├─{gnome-shell}(4240)
           │               │                   ├─{gnome-shell}(4244)
           │               │                   ├─{gnome-shell}(4245)
           │               │                   ├─{gnome-shell}(4246)
           │               │                   ├─{gnome-shell}(4247)
           │               │                   ├─{gnome-shell}(4248)
           │               │                   ├─{gnome-shell}(4249)
           │               │                   ├─{gnome-shell}(4250)
           │               │                   ├─{gnome-shell}(4322)
           │               │                   ├─{gnome-shell}(4323)
           │               │                   ├─{gnome-shell}(4339)
           │               │                   ├─{gnome-shell}(5039)
           │               │                   ├─{gnome-shell}(5048)
           │               │                   ├─{gnome-shell}(6158)
           │               │                   ├─{gnome-shell}(6159)
           │               │                   ├─{gnome-shell}(11793)
           │               │                   ├─{gnome-shell}(29949)
           │               │                   └─{gnome-shell}(29950)
           │               ├─gnome-shell-cal(4278)─┬─{gnome-shell-cal}(4311)
           │               │                       ├─{gnome-shell-cal}(4312)
           │               │                       ├─{gnome-shell-cal}(4316)
           │               │                       ├─{gnome-shell-cal}(4317)
           │               │                       ├─{gnome-shell-cal}(4318)
           │               │                       └─{gnome-shell-cal}(4708)
           │               ├─gnome-software(4545)─┬─bwrap(8403)───bwrap(8404)───glycin-image-rs(8405)─┬─{glycin-image-rs}(8406)
           │               │                      │                                                   └─{glycin-image-rs}(8407)
           │               │                      ├─{gnome-software}(4603)
           │               │                      ├─{gnome-software}(4604)
           │               │                      ├─{gnome-software}(4606)
           │               │                      ├─{gnome-software}(5292)
           │               │                      ├─{gnome-software}(5300)
           │               │                      ├─{gnome-software}(5429)
           │               │                      ├─{gnome-software}(5433)
           │               │                      ├─{gnome-software}(5434)
           │               │                      ├─{gnome-software}(5435)
           │               │                      ├─{gnome-software}(5447)
           │               │                      ├─{gnome-software}(5607)
           │               │                      ├─{gnome-software}(5608)
           │               │                      └─{gnome-software}(8402)
           │               ├─goa-daemon(4644)─┬─{goa-daemon}(4664)
           │               │                  ├─{goa-daemon}(4665)
           │               │                  └─{goa-daemon}(4667)
           │               ├─goa-identity-se(4676)─┬─{goa-identity-se}(4685)
           │               │                       ├─{goa-identity-se}(4686)
           │               │                       ├─{goa-identity-se}(4687)
           │               │                       ├─{goa-identity-se}(4688)
           │               │                       └─{goa-identity-se}(4899)
           │               ├─gsd-a11y-settin(4329)─┬─{gsd-a11y-settin}(4362)
           │               │                       ├─{gsd-a11y-settin}(4364)
           │               │                       ├─{gsd-a11y-settin}(4365)
           │               │                       └─{gsd-a11y-settin}(4423)
           │               ├─gsd-color(4330)─┬─{gsd-color}(4468)
           │               │                 ├─{gsd-color}(4469)
           │               │                 ├─{gsd-color}(4472)
           │               │                 └─{gsd-color}(4478)
           │               ├─gsd-datetime(4332)─┬─{gsd-datetime}(4451)
           │               │                    ├─{gsd-datetime}(4453)
           │               │                    ├─{gsd-datetime}(4463)
           │               │                    └─{gsd-datetime}(4481)
           │               ├─gsd-disk-utilit(4348)─┬─{gsd-disk-utilit}(4432)
           │               │                       ├─{gsd-disk-utilit}(4433)
           │               │                       └─{gsd-disk-utilit}(4441)
           │               ├─gsd-housekeepin(4333)─┬─{gsd-housekeepin}(4434)
           │               │                       ├─{gsd-housekeepin}(4436)
           │               │                       ├─{gsd-housekeepin}(4442)
           │               │                       └─{gsd-housekeepin}(4479)
           │               ├─gsd-keyboard(4337)─┬─{gsd-keyboard}(4366)
           │               │                    ├─{gsd-keyboard}(4368)
           │               │                    ├─{gsd-keyboard}(4369)
           │               │                    └─{gsd-keyboard}(4371)
           │               ├─gsd-media-keys(4342)─┬─{gsd-media-keys}(4382)
           │               │                      ├─{gsd-media-keys}(4383)
           │               │                      ├─{gsd-media-keys}(4387)
           │               │                      └─{gsd-media-keys}(4457)
           │               ├─gsd-power(4346)─┬─{gsd-power}(4379)
           │               │                 ├─{gsd-power}(4381)
           │               │                 ├─{gsd-power}(4385)
           │               │                 └─{gsd-power}(4474)
           │               ├─gsd-print-notif(4349)─┬─{gsd-print-notif}(4437)
           │               │                       ├─{gsd-print-notif}(4438)
           │               │                       └─{gsd-print-notif}(4440)
           │               ├─gsd-printer(5303)─┬─{gsd-printer}(5304)
           │               │                   ├─{gsd-printer}(5305)
           │               │                   └─{gsd-printer}(5306)
           │               ├─gsd-rfkill(4358)─┬─{gsd-rfkill}(4377)
           │               │                  ├─{gsd-rfkill}(4378)
           │               │                  └─{gsd-rfkill}(4380)
           │               ├─gsd-screensaver(4363)─┬─{gsd-screensaver}(4445)
           │               │                       ├─{gsd-screensaver}(4446)
           │               │                       └─{gsd-screensaver}(4449)
           │               ├─gsd-sharing(4373)─┬─{gsd-sharing}(4396)
           │               │                   ├─{gsd-sharing}(4397)
           │               │                   ├─{gsd-sharing}(4398)
           │               │                   └─{gsd-sharing}(4399)
           │               ├─gsd-smartcard(4375)─┬─{gsd-smartcard}(4392)
           │               │                     ├─{gsd-smartcard}(4393)
           │               │                     ├─{gsd-smartcard}(4395)
           │               │                     ├─{gsd-smartcard}(4415)
           │               │                     └─{gsd-smartcard}(4419)
           │               ├─gsd-sound(4376)─┬─{gsd-sound}(4422)
           │               │                 ├─{gsd-sound}(4424)
           │               │                 ├─{gsd-sound}(4431)
           │               │                 └─{gsd-sound}(4444)
           │               ├─gsd-usb-protect(4386)─┬─{gsd-usb-protect}(4400)
           │               │                       ├─{gsd-usb-protect}(4401)
           │               │                       ├─{gsd-usb-protect}(4402)
           │               │                       └─{gsd-usb-protect}(4421)
           │               ├─gsd-wwan(4389)─┬─{gsd-wwan}(4447)
           │               │                ├─{gsd-wwan}(4448)
           │               │                ├─{gsd-wwan}(4461)
           │               │                └─{gsd-wwan}(4480)
           │               ├─gvfs-afc-volume(4613)─┬─{gvfs-afc-volume}(4615)
           │               │                       ├─{gvfs-afc-volume}(4616)
           │               │                       ├─{gvfs-afc-volume}(4617)
           │               │                       └─{gvfs-afc-volume}(4619)
           │               ├─gvfs-goa-volume(4626)─┬─{gvfs-goa-volume}(4631)
           │               │                       ├─{gvfs-goa-volume}(4632)
           │               │                       └─{gvfs-goa-volume}(4636)
           │               ├─gvfs-gphoto2-vo(4683)─┬─{gvfs-gphoto2-vo}(4695)
           │               │                       ├─{gvfs-gphoto2-vo}(4696)
           │               │                       └─{gvfs-gphoto2-vo}(4698)
           │               ├─gvfs-mtp-volume(4703)─┬─{gvfs-mtp-volume}(4715)
           │               │                       ├─{gvfs-mtp-volume}(4717)
           │               │                       └─{gvfs-mtp-volume}(4718)
           │               ├─gvfs-udisks2-vo(4586)─┬─{gvfs-udisks2-vo}(4600)
           │               │                       ├─{gvfs-udisks2-vo}(4601)
           │               │                       ├─{gvfs-udisks2-vo}(4602)
           │               │                       └─{gvfs-udisks2-vo}(4605)
           │               ├─gvfsd(4172)─┬─gvfsd-mtp(5489)─┬─{gvfsd-mtp}(5490)
           │               │             │                 ├─{gvfsd-mtp}(5491)
           │               │             │                 ├─{gvfsd-mtp}(5492)
           │               │             │                 ├─{gvfsd-mtp}(5494)
           │               │             │                 ├─{gvfsd-mtp}(5496)
           │               │             │                 └─{gvfsd-mtp}(5500)
           │               │             ├─{gvfsd}(4178)
           │               │             ├─{gvfsd}(4179)
           │               │             └─{gvfsd}(4180)
           │               ├─gvfsd-fuse(4183)─┬─{gvfsd-fuse}(4187)
           │               │                  ├─{gvfsd-fuse}(4188)
           │               │                  ├─{gvfsd-fuse}(4189)
           │               │                  ├─{gvfsd-fuse}(4191)
           │               │                  └─{gvfsd-fuse}(4193)
           │               ├─gvfsd-metadata(4774)─┬─{gvfsd-metadata}(4780)
           │               │                      ├─{gvfsd-metadata}(4781)
           │               │                      └─{gvfsd-metadata}(4782)
           │               ├─ibus-daemon(4327)─┬─ibus-dconf(4459)─┬─{ibus-dconf}(4470)
           │               │                   │                  ├─{ibus-dconf}(4471)
           │               │                   │                  ├─{ibus-dconf}(4482)
           │               │                   │                  └─{ibus-dconf}(4505)
           │               │                   ├─ibus-engine-sim(4783)─┬─{ibus-engine-sim}(4784)
           │               │                   │                       ├─{ibus-engine-sim}(4785)
           │               │                   │                       └─{ibus-engine-sim}(4786)
           │               │                   ├─ibus-engine-tb(5723)─┬─{ibus-engine-tb}(5743)
           │               │                   │                      ├─{ibus-engine-tb}(5744)
           │               │                   │                      ├─{ibus-engine-tb}(5745)
           │               │                   │                      └─{ibus-engine-tb}(5746)
           │               │                   ├─ibus-extension-(4464)─┬─{ibus-extension-}(4523)
           │               │                   │                       ├─{ibus-extension-}(4524)
           │               │                   │                       ├─{ibus-extension-}(4525)
           │               │                   │                       ├─{ibus-extension-}(4527)
           │               │                   │                       └─{ibus-extension-}(4528)
           │               │                   ├─{ibus-daemon}(4416)
           │               │                   ├─{ibus-daemon}(4418)
           │               │                   └─{ibus-daemon}(4427)
           │               ├─ibus-portal(4541)─┬─{ibus-portal}(4547)
           │               │                   ├─{ibus-portal}(4548)
           │               │                   └─{ibus-portal}(4550)
           │               ├─localsearch-3(4543)─┬─{localsearch-3}(4579)
           │               │                     ├─{localsearch-3}(4580)
           │               │                     ├─{localsearch-3}(4581)
           │               │                     ├─{localsearch-3}(4582)
           │               │                     ├─{localsearch-3}(4589)
           │               │                     ├─{localsearch-3}(4681)
           │               │                     └─{localsearch-3}(4682)
           │               ├─p11-kit-server(6532)───p11-kit-remote(6809)
           │               ├─pipewire(4194)─┬─{pipewire}(4196)
           │               │                └─{pipewire}(4197)
           │               ├─pipewire-pulse(4546)─┬─{pipewire-pulse}(4556)
           │               │                      └─{pipewire-pulse}(4560)
           │               ├─ptyxis(24475)─┬─ptyxis-agent(24485)─┬─bash(27917)───ollama(27953)─┬─{ollama}(27954)
           │               │               │                     │                             ├─{ollama}(27955)
           │               │               │                     │                             ├─{ollama}(27956)
           │               │               │                     │                             ├─{ollama}(27957)
           │               │               │                     │                             ├─{ollama}(27958)
           │               │               │                     │                             ├─{ollama}(27959)
           │               │               │                     │                             ├─{ollama}(27960)
           │               │               │                     │                             ├─{ollama}(27961)
           │               │               │                     │                             ├─{ollama}(27962)
           │               │               │                     │                             ├─{ollama}(27963)
           │               │               │                     │                             ├─{ollama}(28035)
           │               │               │                     │                             └─{ollama}(28036)
           │               │               │                     ├─bash(28037)───pstree(29976)
           │               │               │                     ├─{ptyxis-agent}(24487)
           │               │               │                     ├─{ptyxis-agent}(24488)
           │               │               │                     ├─{ptyxis-agent}(24489)
           │               │               │                     └─{ptyxis-agent}(24511)
           │               │               ├─{ptyxis}(24476)
           │               │               ├─{ptyxis}(24477)
           │               │               ├─{ptyxis}(24478)
           │               │               ├─{ptyxis}(24480)
           │               │               ├─{ptyxis}(24482)
           │               │               ├─{ptyxis}(24506)
           │               │               ├─{ptyxis}(24507)
           │               │               ├─{ptyxis}(24508)
           │               │               ├─{ptyxis}(24509)
           │               │               ├─{ptyxis}(24510)
           │               │               ├─{ptyxis}(27231)
           │               │               ├─{ptyxis}(27232)
           │               │               ├─{ptyxis}(27233)
           │               │               ├─{ptyxis}(27234)
           │               │               ├─{ptyxis}(27235)
           │               │               ├─{ptyxis}(27236)
           │               │               ├─{ptyxis}(27237)
           │               │               ├─{ptyxis}(27238)
           │               │               ├─{ptyxis}(27239)
           │               │               ├─{ptyxis}(27240)
           │               │               ├─{ptyxis}(27241)
           │               │               ├─{ptyxis}(27242)
           │               │               ├─{ptyxis}(27243)
           │               │               └─{ptyxis}(29951)
           │               ├─uresourced(4163)─┬─{uresourced}(4166)
           │               │                  ├─{uresourced}(4168)
           │               │                  ├─{uresourced}(4169)
           │               │                  └─{uresourced}(4190)
           │               ├─wireplumber(4195)─┬─{wireplumber}(4198)
           │               │                   ├─{wireplumber}(4199)
           │               │                   ├─{wireplumber}(4200)
           │               │                   ├─{wireplumber}(4204)
           │               │                   ├─{wireplumber}(4206)
           │               │                   ├─{wireplumber}(4260)
           │               │                   ├─{wireplumber}(4261)
           │               │                   └─{wireplumber}(4262)
           │               ├─xdg-desktop-por(4611)─┬─{xdg-desktop-por}(4614)
           │               │                       ├─{xdg-desktop-por}(4620)
           │               │                       ├─{xdg-desktop-por}(4622)
           │               │                       └─{xdg-desktop-por}(5283)
           │               ├─xdg-desktop-por(4649)─┬─{xdg-desktop-por}(4669)
           │               │                       ├─{xdg-desktop-por}(4670)
           │               │                       ├─{xdg-desktop-por}(4671)
           │               │                       ├─{xdg-desktop-por}(4856)
           │               │                       └─{xdg-desktop-por}(5228)
           │               ├─xdg-desktop-por(5284)─┬─{xdg-desktop-por}(5285)
           │               │                       ├─{xdg-desktop-por}(5286)
           │               │                       ├─{xdg-desktop-por}(5287)
           │               │                       ├─{xdg-desktop-por}(5289)
           │               │                       └─{xdg-desktop-por}(5290)
           │               ├─xdg-document-po(4627)─┬─fusermount3(4641)
           │               │                       ├─{xdg-document-po}(4633)
           │               │                       ├─{xdg-document-po}(4634)
           │               │                       ├─{xdg-document-po}(4635)
           │               │                       ├─{xdg-document-po}(4640)
           │               │                       ├─{xdg-document-po}(4645)
           │               │                       └─{xdg-document-po}(4646)
           │               └─xdg-permission-(4276)─┬─{xdg-permission-}(4282)
           │                                       ├─{xdg-permission-}(4283)
           │                                       └─{xdg-permission-}(4290)
           ├─systemd-homed(827)
           ├─systemd-journal(611)
           ├─systemd-logind(843)
top - 16:45:54 up  1:27,  1 user,  load average: 0,21, 0,29, 0,32
Tasks: 414 total, 2 running, 411 sleep, 0 d-sleep, 0 stopped, 1 zombie
%Cpu(s):  1,0 us,  0,4 sy,  0,0 ni, 98,4 id,  0,0 wa,  0,1 hi,  0,1 si,  0,0 st 
MiB Mem :  15365,9 total,   5222,7 free,   4191,8 used,   6369,8 buff/cache     
MiB Swap:   8192,0 total,   7494,7 free,    697,3 used.  11174,1 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND                                                       
   4184 mariana   20   0 9451904 232748 132464 S   6,3   1,5   2:20.89 gnome-shell                                                   
  24475 mariana   20   0 3049408 145096 102496 S   4,0   0,9   0:16.82 ptyxis                                                        
   8951 mariana   20   0 1448,5g 487840 159872 S   3,0   3,1   6:10.43 msedge                                                        
   6632 mariana   20   0   53,2g 140148 110112 S   1,0   0,9   3:44.01 msedge                                                        
   6790 mariana   20   0 1456,0g 536980 157792 S   0,7   3,4   2:04.36 msedge                                                        
  23755 root      20   0       0      0      0 R   0,7   0,0   0:01.24 kworker/u48:7-events_unbound                                  
    999 root      20   0  501508  31704  16708 S   0,3   0,2   0:00.89 tuned                                                         
   1551 zerotie+  20   0  526604  10088   6856 S   0,3   0,1   0:03.38 zerotier-one                                                  
   2138 root      20   0 2008164  12892   8284 S   0,3   0,1   0:01.59 containerd-shim                                               
   2162 999       20   0   39392   4488   3620 S   0,3   0,0   0:19.17 redis-server                                                  
   2178 root      20   0 2008164  12912   8216 S   0,3   0,1   0:01.65 containerd-shim                                               
   3541 root      20   0  223332  87272  28640 S   0,3   0,6   0:07.17 python3.11                                                    
   6540 mariana   20   0   53,5g 449380 342824 S   0,3   2,9   3:13.76 msedge                                                        
  31739 mariana   20   0 1450,3g 118332  82152 S   0,3   0,8   0:00.24 msedge                                                        
      1 root      20   0   39596  21664  12092 S   0,0   0,1   0:02.46 systemd                                                       
      2 root      20   0       0      0      0 S   0,0   0,0   0:00.01 kthreadd                                                      
      3 root      20   0       0      0      0 S   0,0   0,0   0:00.00 pool_workqueue_release                                        
      4 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/R-rcu_gp                                              
      5 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/R-sync_wq                                             
      6 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/R-kvfree_rcu_reclaim                                  
      7 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/R-slub_flushwq                                        
      8 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/R-netns                                               
     10 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/0:0H-kblockd                                          
     13 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/R-mm_percpu_wq                                        
     15 root      20   0       0      0      0 S   0,0   0,0   0:00.10 ksoftirqd/0                                                   
     16 root      20   0       0      0      0 I   0,0   0,0   0:02.33 rcu_preempt                                                   
     17 root      20   0       0      0      0 S   0,0   0,0   0:00.00 rcu_exp_par_gp_kthread_worker/0                               
     18 root      20   0       0      0      0 S   0,0   0,0   0:00.04 rcu_exp_gp_kthread_worker                                     
     19 root      rt   0       0      0      0 S   0,0   0,0   0:00.18 migration/0                                                   
     20 root      20   0       0      0      0 S   0,0   0,0   0:00.00 kprobe-optimizer                                              
     21 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_inject/0                                                 
     23 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/1                                                       
     24 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_inject/1                                                 
     25 root      rt   0       0      0      0 S   0,0   0,0   0:00.61 migration/1                                                   
     26 root      20   0       0      0      0 S   0,0   0,0   0:00.02 ksoftirqd/1                                                   
     28 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/1:0H-kblockd                                          
     29 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/2                                                       
     30 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_inject/2                                                 
     31 root      rt   0       0      0      0 S   0,0   0,0   0:00.20 migration/2                                                   
     32 root      20   0       0      0      0 S   0,0   0,0   0:00.07 ksoftirqd/2                                                   
     34 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/2:0H-kblockd                                          
     35 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/3                                                       
     36 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_inject/3                                                 
     37 root      rt   0       0      0      0 S   0,0   0,0   0:00.65 migration/3                                                   
     38 root      20   0       0      0      0 S   0,0   0,0   0:00.01 ksoftirqd/3                                                   
     40 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/3:0H-kblockd                                          
     41 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/4                                                       
     42 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_inject/4                                                 
     43 root      rt   0       0      0      0 S   0,0   0,0   0:00.53 migration/4                                                   
     44 root      20   0       0      0      0 S   0,0   0,0   0:00.00 ksoftirqd/4                                                   
     45 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/4:0-events                                            
     46 root       0 -20       0      0      0 I   0,0   0,0   0:00.00 kworker/4:0H-kblockd                                          
     47 root      20   0       0      0      0 S   0,0   0,0   0:00.00 cpuhp/5                                                       
     48 root     -51   0       0      0      0 S   0,0   0,0   0:00.00 idle_inject/5                                                 
     49 root      rt   0       0      0      0 S   0,0   0,0   0:00.36 migration/5                                                   
mariana@fedora:~$ strace -f -c -p 1544 -o ollama-strace-resumo.txt

